"행정구역별(읍면동)","연령별","항목","단위","2021 년","2022 년","2023 년","2024 년",
"읍부","65세이상","내국인_남자(명)","","2361","2485","2575","2685",
"읍부","65세이상","내국인_여자(명)","","2965","3102","3239","3367",
"읍부","65세이상","내국인_성비","","79.6","80.1","79.5","79.7",
"읍부","85세이상","총인구(명)","","593","630","662","712",
"읍부","85세이상","총인구_남자(명)","","191","207","215","233",
"읍부","85세이상","총인구_여자(명)","","402","423","447","479",
"읍부","85세이상","총인구_성비","","47.5","48.9","48.1","48.6",
"읍부","85세이상","내국인(명)","","591","629","661","711",
"읍부","85세이상","내국인_남자(명)","","191","207","215","233",
"읍부","85세이상","내국인_여자(명)","","400","422","446","478",
"읍부","85세이상","내국인_성비","","47.8","49.1","48.2","48.7",
"읍부","평균연령","총인구(명)","","47.6","48.1","48.8","49.8",
"읍부","평균연령","총인구_남자(명)","","46","46.5","47.3","48.2",
"읍부","평균연령","총인구_여자(명)","","49.1","49.6","50.3","51.3",
"읍부","평균연령","내국인(명)","","47.7","48.2","49","50",
"읍부","평균연령","내국인_남자(명)","","46.2","46.7","47.5","48.4",
"읍부","평균연령","내국인_여자(명)","","49.2","49.7","50.5","51.5",
"읍부","중위연령","총인구(명)","","50.5","51.2","52.1","53.3",
"읍부","중위연령","총인구_남자(명)","","48.9","49.6","50.6","51.7",
"읍부","중위연령","총인구_여자(명)","","52.1","52.8","53.7","54.9",
"읍부","중위연령","내국인(명)","","50.7","51.4","52.4","53.6",
"읍부","중위연령","내국인_남자(명)","","49.2","50","51","52.2",
"읍부","중위연령","내국인_여자(명)","","52.3","53","54","55.2",
"면부","합계","총인구(명)","","63207","63999","64049","64414",
"면부","합계","총인구_남자(명)","","33114","33648","33776","34033",
"면부","합계","총인구_여자(명)","","30093","30351","30273","30381",
"면부","합계","총인구_성비","","110","110.9","111.6","112",
"면부","합계","내국인(명)","","62198","62828","62601","62642",
"면부","합계","내국인_남자(명)","","32438","32785","32669","32631",
"면부","합계","내국인_여자(명)","","29760","30043","29932","30011",
"면부","합계","내국인_성비","","109","109.1","109.1","108.7",
"면부","0~4세","총인구(명)","","1094","1099","1032","932",
"면부","0~4세","총인구_남자(명)","","546","535","516","468",
"면부","0~4세","총인구_여자(명)","","548","564","516","464",
"면부","0~4세","총인구_성비","","99.6","94.9","100","100.9",
"면부","0~4세","내국인(명)","","1092","1096","1029","931",
"면부","0~4세","내국인_남자(명)","","544","532","515","468",
"면부","0~4세","내국인_여자(명)","","548","564","514","463",
"면부","0~4세","내국인_성비","","99.3","94.3","100.2","101.1",
"면부","5~9세","총인구(명)","","1423","1262","1112","1005",
"면부","5~9세","총인구_남자(명)","","742","644","579","528",
"면부","5~9세","총인구_여자(명)","","681","618","533","477",
"면부","5~9세","총인구_성비","","109","104.2","108.6","110.7",
"면부","5~9세","내국인(명)","","1420","1260","1110","1000",
"면부","5~9세","내국인_남자(명)","","739","642","578","525",
"면부","5~9세","내국인_여자(명)","","681","618","532","475",
"면부","5~9세","내국인_성비","","108.5","103.9","108.6","110.5",
"면부","10~14세","총인구(명)","","1609","1607","1476","1409",
"면부","10~14세","총인구_남자(명)","","862","868","798","759",
"면부","10~14세","총인구_여자(명)","","747","739","678","650",
"면부","10~14세","총인구_성비","","115.4","117.5","117.7","116.8",
"면부","10~14세","내국인(명)","","1606","1602","1471","1403",
"면부","10~14세","내국인_남자(명)","","860","865","794","755",
"면부","10~14세","내국인_여자(명)","","746","737","677","648",
"면부","10~14세","내국인_성비","","115.3","117.4","117.3","116.5",
"면부","15~19세","총인구(명)","","1543","1647","1484","1449",
"면부","15~19세","총인구_남자(명)","","885","984","834","814",
"면부","15~19세","총인구_여자(명)","","658","663","650","635",
"면부","15~19세","총인구_성비","","134.5","148.4","128.3","128.2",
"면부","15~19세","내국인(명)","","1537","1642","1477","1435",
"면부","15~19세","내국인_남자(명)","","881","982","829","805",
"면부","15~19세","내국인_여자(명)","","656","660","648","630",
"면부","15~19세","내국인_성비","","134.3","148.8","127.9","127.8",
"면부","20~24세","총인구(명)","","2283","2234","2070","1953",
"면부","20~24세","총인구_남자(명)","","1606","1549","1478","1386",
"면부","20~24세","총인구_여자(명)","","677","685","592","567",
"면부","20~24세","총인구_성비","","237.2","226.1","249.7","244.4",
"면부","20~24세","내국인(명)","","2206","2124","1918","1723",
"면부","20~24세","내국인_남자(명)","","1545","1454","1340","1175",
"면부","20~24세","내국인_여자(명)","","661","670","578","548",
"면부","20~24세","내국인_성비","","233.7","217","231.8","214.4",
"면부","25~29세","총인구(명)","","2709","2694","2700","2729",
"면부","25~29세","총인구_남자(명)","","1795","1837","1848","1859",
"면부","25~29세","총인구_여자(명)","","914","857","852","870",
"면부","25~29세","총인구_성비","","196.4","214.4","216.9","213.7",
"면부","25~29세","내국인(명)","","2489","2437","2357","2292",
"면부","25~29세","내국인_남자(명)","","1627","1617","1552","1473",
"면부","25~29세","내국인_여자(명)","","862","820","805","819",
"면부","25~29세","내국인_성비","","188.7","197.2","192.8","179.9",
"면부","30~34세","총인구(명)","","2383","2521","2547","2641",
"면부","30~34세","총인구_남자(명)","","1467","1587","1632","1699",
"면부","30~34세","총인구_여자(명)","","916","934","915","942",
"면부","30~34세","총인구_성비","","160.2","169.9","178.4","180.4",
"면부","30~34세","내국인(명)","","2173","2257","2233","2256",
"면부","30~34세","내국인_남자(명)","","1303","1361","1366","1372",
"면부","30~34세","내국인_여자(명)","","870","896","867","884",
"면부","30~34세","내국인_성비","","149.8","151.9","157.6","155.2",
"면부","35~39세","총인구(명)","","2416","2366","2282","2247",
"면부","35~39세","총인구_남자(명)","","1333","1328","1344","1358",
"면부","35~39세","총인구_여자(명)","","1083","1038","938","889",
"면부","35~39세","총인구_성비","","123.1","127.9","143.3","152.8",
"면부","35~39세","내국인(명)","","2264","2206","2082","1992",
"면부","35~39세","내국인_남자(명)","","1231","1212","1185","1145",
"면부","35~39세","내국인_여자(명)","","1033","994","897","847",
"면부","35~39세","내국인_성비","","119.2","121.9","132.1","135.2",
"면부","40~44세","총인구(명)","","2819","2868","2847","2769",
"면부","40~44세","총인구_남자(명)","","1630","1657","1646","1605",
"면부","40~44세","총인구_여자(명)","","1189","1211","1201","1164",
"면부","40~44세","총인구_성비","","137.1","136.8","137.1","137.9",
"면부","40~44세","내국인(명)","","2737","2762","2719","2639",
"면부","40~44세","내국인_남자(명)","","1576","1588","1557","1516",
"면부","40~44세","내국인_여자(명)","","1161","1174","1162","1123",
"면부","40~44세","내국인_성비","","135.7","135.3","134","135",
"면부","45~49세","총인구(명)","","3425","3322","3207","3135",
"면부","45~49세","총인구_남자(명)","","2037","1945","1884","1847",
"면부","45~49세","총인구_여자(명)","","1388","1377","1323","1288",
"면부","45~49세","총인구_성비","","146.8","141.2","142.4","143.4",
"면부","45~49세","내국인(명)","","3356","3257","3126","3061",
"면부","45~49세","내국인_남자(명)","","2001","1907","1838","1810",
"면부","45~49세","내국인_여자(명)","","1355","1350","1288","1251",
"면부","45~49세","내국인_성비","","147.7","141.3","142.7","144.7",
"면부","50~54세","총인구(명)","","4578","4500","4327","4171",
"면부","50~54세","총인구_남자(명)","","2459","2425","2388","2352",
"면부","50~54세","총인구_여자(명)","","2119","2075","1939","1819",
"면부","50~54세","총인구_성비","","116","116.9","123.2","129.3",
"면부","50~54세","내국인(명)","","4532","4453","4259","4102",
"면부","50~54세","내국인_남자(명)","","2440","2406","2351","2310",
"면부","50~54세","내국인_여자(명)","","2092","2047","1908","1792",
"면부","50~54세","내국인_성비","","116.6","117.5","123.2","128.9",
"면부","55~59세","총인구(명)","","6231","6005","5887","5927",
"면부","55~59세","총인구_남자(명)","","3237","3137","3082","3038",
"면부","55~59세","총인구_여자(명)","","2994","2868","2805","2889",
"면부","55~59세","총인구_성비","","108.1","109.4","109.9","105.2",
"면부","55~59세","내국인(명)","","6187","5948","5845","5872",
"면부","55~59세","내국인_남자(명)","","3221","3112","3062","3013",
"면부","55~59세","내국인_여자(명)","","2966","2836","2783","2859",
"면부","55~59세","내국인_성비","","108.6","109.7","110","105.4",
"면부","60~64세","총인구(명)","","8113","8469","8522","8217",
"면부","60~64세","총인구_남자(명)","","4106","4288","4318","4199",
"면부","60~64세","총인구_여자(명)","","4007","4181","4204","4018",
"면부","60~64세","총인구_성비","","102.5","102.6","102.7","104.5",
"면부","60~64세","내국인(명)","","8079","8435","8472","8168",
"면부","60~64세","내국인_남자(명)","","4091","4272","4297","4171",
"면부","60~64세","내국인_여자(명)","","3988","4163","4175","3997",
"면부","60~64세","내국인_성비","","102.6","102.6","102.9","104.4",
"면부","65~69세","총인구(명)","","6657","7028","7599","8283",
"면부","65~69세","총인구_남자(명)","","3379","3621","3876","4254",
"면부","65~69세","총인구_여자(명)","","3278","3407","3723","4029",
"면부","65~69세","총인구_성비","","103.1","106.3","104.1","105.6",
"면부","65~69세","내국인(명)","","6626","7009","7579","8258",
"면부","65~69세","내국인_남자(명)","","3366","3613","3867","4243",
"면부","65~69세","내국인_여자(명)","","3260","3396","3712","4015",
"면부","65~69세","내국인_성비","","103.3","106.4","104.2","105.7",
"면부","70~74세","총인구(명)","","5077","5116","5329","5600",
"면부","70~74세","총인구_남자(명)","","2610","2629","2765","2863",
"면부","70~74세","총인구_여자(명)","","2467","2487","2564","2737",
"면부","70~74세","총인구_성비","","105.8","105.7","107.8","104.6",
"면부","70~74세","내국인(명)","","5059","5094","5312","5581",
"면부","70~74세","내국인_남자(명)","","2599","2618","2758","2854",
"면부","70~74세","내국인_여자(명)","","2460","2476","2554","2727",
"면부","70~74세","내국인_성비","","105.7","105.7","108","104.7",
"면부","75~79세","총인구(명)","","4294","4425","4495","4683",
"면부","75~79세","총인구_남자(명)","","1980","2079","2131","2302",
"면부","75~79세","총인구_여자(명)","","2314","2346","2364","2381",
"면부","75~79세","총인구_성비","","85.6","88.6","90.1","96.7",
"면부","75~79세","내국인(명)","","4289","4418","4487","4669",
"면부","75~79세","내국인_남자(명)","","1978","2075","2127","2295",
"면부","75~79세","내국인_여자(명)","","2311","2343","2360","2374",
"면부","75~79세","내국인_성비","","85.6","88.6","90.1","96.7",
"면부","80~84세","총인구(명)","","3330","3527","3637","3626",
"면부","80~84세","총인구_남자(명)","","1447","1516","1565","1552",
"면부","80~84세","총인구_여자(명)","","1883","2011","2072","2074",
